"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","",13073.0983990131,1.60066009699357,0.184049068986439,8.69692036916258,3.41012567060031e-18,1.97660334888467e-17
"2","1-aminocyclopropane-1-carboxylate",0.286827346449215,0.349446538297759,0.679401534687129,0.514344640770766,0.607011056269365,0.667215172895973
"3","3-hydroxy-3-methylglutaryl-Coenzyme",0.102431452222336,-0.536823299378553,1.45429786600759,-0.369128850372495,0.712031685596474,NA
"4","3-hydroxyisobutyryl-Coenzyme",0.162323563561036,-0.671481992655428,0.975672463724771,-0.688224806603589,0.491311224745111,NA
"5","40S",13.6839100259551,0.336381778218952,0.210249283844773,1.59991878244542,0.109616602007701,0.146626347891692
"6","5-azacytidine",0.628028876009268,1.21049100443375,0.524124023411713,2.30955069861944,0.0209130417687741,0.0316697329588596
"7","5-nucleotidase
"8124","GJB4",47.7077040233783,0.0774930866796216,0.219186503857996,0.35354862327576,0.723677183145099,0.7723173289277
"8125","GJB5",24.6699868149614,-0.798376227011646,0.38497485875434,-2.07383991150733,0.0380941811222402,0.055240381654526
"8126","GJB6",4.23842974055329,1.65917127943503,0.406052142727217,4.08610398726463,4.38677232178105e-05,9.12689638588819e-05
"8127","GJB7",3.00176850540483,0.344565936966583,0.367332562242815,0.938021761160442,0.348233227012535,0.413419976477454
"8128","GJC1",236.098908354816,1.95550388926769,0.159290590082506,12.2763302481008,1.21380236487639e-34,2.53384069092445e-33
"8129","GJC2",24.7137723046362,0.155827451064346,0.134608832734105,1.15763169399258,0.247014369591949,0.304825086209351
"8130","GJC3",4.31562657854744,0.626555105281578,0.255453633663604,2.45271557227744,0.0141782396732652,0.0220026100507522
"8131","GJD2",0.897208727635164,-2.13383874930608,0.314807537681681,-6.77823271011929,1.21654789795538e-11,4.29730642384743e-11
"8132","GJD3",440.602865163425,-0.112422444074926,0.0672362273320353,-1.67205163846784,0.094514139880514,0.128067630612905
"8133","GJD4",5.49623175943202,0.112798132107066,0.189133408066731,0.596394541081122,0.55091168641265,0.614285572654877
"8134","GJE1",0.00828249547874716,-0.372637697888323,5.10183938334423,-0.0730398724634214,0.941774388589968,NA
"8135","GK",1676.64877787239,0.600476744609513,0.124124277339927,4.83770586607362,1.31346316435171e-06,3.14076836014988e-06
"8136","GK2",0.0628320618578358,-0.346775702160702,2.01154897045479,-0.172392373864157,0.863129067202238,NA
"8137","GK3P",0.987228149009428,1.87244837445109,0.560280485504072,3.34198392215372,0.000831818787554408,0.00151117228887204
"8138","GK5",1543.73078809566,-0.0982138701529871,0.0984297932599399,-0.997806323676993,0.318373283175803,0.38158499993593
"8139","GKAP1",118.687039815898,0.151715923317986,0.070514185302324,2.15156599579951,0.031431552729911,0.0461732022149525
"8140","GKN1",0.0623098382161062,-0.20232285361222,2.12039169938399,-0.0954176785690108,0.923983074676225,NA
"8141","GKN2",1.0485174936112,0.467232290231163,0.512524675572315,0.911628868813827,0.361964120046671,0.4278382313078
"8142","GKN3P",0.538026185098582,1.18576065120799,0.614495587101686,1.9296487657474,0.0536503721342588,0.0759801240130177
"8143","GLA",652.025968235336,0.341987797952519,0.0784670139312594,4.35836386296177,1.31038393428139e-05,2.87773609624731e-05
"8144","GLB1",2527.76943221603,-0.251164304207439,0.0579845904654141,-4.33156985660269,1.4804995945095e-05,3.23138638131843e-05
"8145","GLB1L",173.649723403912,0.374888829350878,0.0847898847868332,4.42138623366892,9.80696951433409e-06,2.17781553596841e-05
"8146","GLB1L2",678.341355457672,-0.944338746081763,0.104290424542294,-9.05489406363279,1.3670041472014e-19,8.76665703096551e-19
"8147","GLB1L3",24.1640663797424,1.25047622215851,0.17918694117945,6.97861246990198,2.98109517229703e-12,1.10600949466986e-11
"8148","GLCCI1",1301.50720339245,1.74371318903197,0.121987183180602,14.2942327510785,2.37711157193425e-46,1.29671147062691e-44
"8149","GLCE",1653.79182365717,-0.479177988663782,0.0653558322153668,-7.33183210160569,2.270274146469e-13,9.15953686590518e-13
"8150","GLDC",131.40995337994,0.914565012788384,0.146389658885831,6.2474700723338,4.17154179580449e-10,1.31943806131272e-09
"8151","GLDCP1",0.0418780562604968,-0.273948547419832,2.9750938061506,-0.0920806419123592,0.926633968617754,NA
"8152","GLDN",676.425482702744,-1.31042734223959,0.277722731865845,-4.71847346969278,2.3762094922855e-06,5.56160526328854e-06
"8153","GLE1",1594.30713905397,-0.379426833390418,0.0359330694463821,-10.5592658583365,4.60247195535326e-26,4.80388367034544e-25
"8154","GLG1",5230.86156422046,0.164750355865533,0.0857723017689503,1.92078739252364,0.0547585165514743,0.0774467281243252
"8155","GLI1",209.242208556396,1.01520174909292,0.125514499736155,8.08832247451073,6.0492073606042e-16,2.96963496879234e-15
"8156","GLI2",160.044157199262,0.70252168677279,0.125484704572978,5.59846468271536,2.16258445933128e-08,5.98951742782054e-08
"8157","GLI3",257.204367970247,0.767099104736208,0.131204520905587,5.84659049430319,5.01750662449057e-09,1.45942525325738e-08
"8158","GLI4",429.656624638128,0.274305137146091,0.0762659426148103,3.59669241264741,0.000322289206417975,0.000612868872594656
"8159","glioblastoma",0.0441019410144522,-0.259097664974483,2.75829745347398,-0.0939339100821627,0.925161656568844,NA
"8160","glioma",10.2125519545348,-0.0871445158242091,0.231584813889695,-0.376296331182219,0.70669660651449,0.757404174102723
"8161","GLIPR1",1184.21201745432,1.11444706140033,0.116668343543195,9.55226608653884,1.26889859774881e-21,9.46712364776314e-21
"8162","GLIPR1L1",2.7711076776979,0.881416943028332,0.362353221261014,2.43247994308134,0.014995822018319,0.0231834457075377
"8163","GLIPR1L2",19.1797466136667,0.148373336051231,0.144063117561476,1.0299189588752,0.303048050099322,0.365326233101775
"8164","GLIPR2",1146.6873224446,-0.780708929471854,0.0755832650374317,-10.3291241663775,5.2033501425894e-25,5.0240788198473e-24
"8165","GLIS1",49.5639373536756,1.74790523752802,0.184949235210878,9.45072973962324,3.36476627798882e-21,2.43427105364664e-20
"8166","GLIS2",358.711430473493,0.915172607121962,0.109250162656635,8.37685349721889,5.43614452397094e-17,2.88606109939447e-16
"8167","GLIS3",275.728319810843,0.242061130928043,0.152589648777702,1.58635354932028,0.112659131229512,0.150238979429316
"8168","GLMN",209.867601806798,0.556720070122629,0.0703125354038575,7.91779256607615,2.41764258769023e-15,1.13539059103509e-14
"8169","GLMP",1068.22047785915,-0.0916589969508871,0.0704026912564264,-1.30192461843595,0.192942155795525,0.244324379154796
"8170","GLO1",2230.75764009314,-0.334525285636887,0.0490157602723336,-6.82485151262065,8.80163058159151e-12,3.14624613583038e-11
"8171","GLOD4",1665.89454792557,-0.821024279112157,0.0499716454168975,-16.4298027864124,1.17038955654768e-60,2.0184718352153e-58
"8172","GLOD5",56.0038875867688,-1.32340252058716,0.171923748806946,-7.69761321382781,1.38631247198429e-14,6.15102426714583e-14
"8173","glomulin,",0,NA,NA,NA,NA,NA
"8174","GLP1R",5.20075607647884,-1.18342670278277,0.208423924076207,-5.67797918606536,1.36295294055685e-08,3.83068884634382e-08
"8175","GLP2R",187.250391797825,-1.1029337387467,0.183891861411247,-5.9977300261274,2.00094815868674e-09,6.015186071032e-09
"8176","GLRA1",2.50924944902578,1.93627450310447,0.457310642299231,4.23404645334606,2.29523500548412e-05,4.91491583791345e-05
"8177","GLRA2",68.4685308402843,-3.20104224874632,0.319151628423094,-10.0298477703606,1.12690209130538e-23,9.78510646284529e-23
"8178","GLRA3",6.34472217203079,0.310990761968409,0.273100364644781,1.1387416577525,0.254810922169742,0.313325337303
"8179","GLRA4",147.561151473582,-1.0983485752606,0.157696901888172,-6.9649343906545,3.28556833648094e-12,1.21515081002809e-11
"8180","GLRB",13.2495936971754,1.11560420608087,0.199577774748908,5.5898218500754,2.27302691445972e-08,6.28298155864713e-08
"8181","GLRX",2606.53431271215,1.116515608505,0.123545680066988,9.03726951763605,1.60633958311089e-19,1.02371044495015e-18
"8182","GLRX2",633.349860514386,-0.282876958195983,0.0808571394037081,-3.49847843099691,0.000467920934926139,0.000874305138848573
"8183","GLRX3",1364.42856270978,0.0627941842188986,0.0599524757826212,1.04739935088888,0.294915430976134,0.356711478338634
"8184","GLRX3P2",0.300462517109561,-0.0812685988189068,0.667390946138767,-0.121770604304855,0.90308069503215,0.92342740046615
"8185","GLRX5",1206.62873830762,-0.695280994877477,0.0693641487090137,-10.0236362417453,1.20004792634004e-23,1.0400106110763e-22
"8186","GLRX5P1",0.0432278024649414,-0.265844371810571,2.57976442568333,-0.103049863454162,0.917923396258107,NA
"8187","GLRX5P2",0.34082952454352,0.160551937343445,0.643102920315726,0.249652011010342,0.802856472829682,0.839789219037112
"8188","GLRX5P3",2.47559275551925,1.22004134817304,0.374425202593278,3.25843810652436,0.00112027310524795,0.00200275281234822
"8189","GLRXP1",0.090812307094599,-0.263490252248448,1.57823683116486,-0.1669522894444,0.867407589441489,NA
"8190","GLS",3027.63653698426,0.405143635750191,0.0835769469693055,4.84755247040771,1.24993979058776e-06,2.99429961587536e-06
"8191","GLS2",16.5524147708118,0.144241300748734,0.156936060818019,0.919108712152487,0.35803871278843,0.423645130922345
"8192","GLT1D1",68.4342488290153,3.93976349042594,0.340625212735062,11.5662709133933,6.1080140499939e-31,9.22787567391262e-30
"8193","GLT6D1",0.0331067593865812,-0.330131646053557,4.36711420031924,-0.0755949194159896,0.939741378618573,NA
"8194","GLT8D1",1305.07125620918,0.14535159742086,0.0367483974255708,3.95531798945115,7.64329198750918e-05,0.000155009141890507
"8195","GLT8D2",367.595192923734,0.954375227984826,0.108674287511927,8.78197823822937,1.60624172766675e-18,9.54464339631288e-18
"8196","GLTP",1851.91632462004,-1.09784485089883,0.0947219221988428,-11.5901876293663,4.62119131018486e-31,7.05770498462838e-30
"8197","GLTPD2",21.720126399386,-0.732435443566659,0.102444561529129,-7.14957858800926,8.70447040675522e-13,3.36009343180874e-12
"8198","glucosamine-phosphate",0.00266822956009644,-0.40079742477742,5.10183956735605,-0.0785593940158192,0.937383086554603,NA
"8199","glucosaminyl",0.149715964907599,-0.236953888356105,1.07215826114836,-0.22100644740853,0.825087412798644,NA
"8200","glucose-fructose",1.56843020603869,0.546457278228124,0.404962691194314,1.34940153774787,0.177208027166066,0.22627884548714
"8201","glucosidase,",0.174867616787878,-0.488420240403381,2.12896093763623,-0.229417192100139,0.818544675102396,NA
"8202","glucoside",17.3851858990576,-2.06863577371686,0.232382591079833,-8.90185346546121,5.49217460260339e-19,3.36433209263301e-18
"8203","glucuronidase,",922.513592849601,0.913283107756565,0.0848672380335479,10.7613153075106,5.24166180404755e-27,5.84498989850728e-26
"8204","GLUD1",4611.82324942516,-0.509058180016493,0.0396405048913518,-12.8418692297623,9.55394504935954e-38,2.54999342865049e-36
"8205","GLUD1P2",4.64266364865171,0.104964589345075,0.209569933506928,0.50085710096198,0.61647169576435,0.675626700837695
"8206","GLUD1P3",37.0824897459255,1.34269590257547,0.171424309338385,7.83258750032376,4.77930353468137e-15,2.20024610364592e-14
"8207","GLUD1P4",0.0218999515319329,-0.330130146378759,4.08553545335234,-0.0808046216091148,0.935597332578941,NA
"8208","GLUD2",5.31486094702796,-0.0155791961354075,0.232618892596237,-0.0669730474663068,0.946603160017866,0.958012135945495
"8209","GLUL",17367.2889026086,0.340675708026143,0.0973444465124383,3.49969330795479,0.000465793735142504,0.000870620720458102
"8210","glutamate",0.356623900577621,0.519052399438858,0.811591315067905,0.639548982107366,0.522465859493367,0.587122679055751
"8211","glutamate-ammonia",0.364423438624236,0.288348276048019,0.597927062012068,0.482246572144947,0.629630796428892,0.687561368464067
"8212","glutamic-oxaloacetic",0.162434397302639,-0.0569452093186045,0.939278652307471,-0.0606265341799375,0.951656641168752,NA
"8213","glutamyl",0.0345781362539454,-0.478281669022117,4.89131566973438,-0.0977818037755249,0.92210555661651,NA
"8214","glutaredoxin",0.0146742138434686,-0.372637697888327,5.10183938334423,-0.0730398724634221,0.941774388589967,NA
"8215","glutaredoxin-like",0.0875736995150853,-0.306657629386485,1.64184841817125,-0.186775847266127,0.85183638474387,NA
"8216","glutaryl-CoA",0.711412075422765,0.643926766270264,0.506441007413984,1.27147438071478,0.203559935997339,0.256336428053266
"8217","glutathione",1.38219098657403,1.74185376553244,0.550906662799532,3.16179469800001,0.00156800069643092,0.00275225676144846
"8218","Glutathione",0.147924934501549,-0.388618605640796,1.09524041481954,-0.354824931934993,0.722720749148014,NA
"8219","GLYAT",0.523716393411743,0.847497294480468,0.627634064508455,1.35030480721948,0.176918230997529,0.225988403433699
"8220","GLYATL1",63.8983383957047,2.45703468323134,0.238113655624216,10.3187474770828,5.79744920385884e-25,5.57848974894915e-24
"8221","GLYATL1B",5.65508072982319,1.10049607600269,0.334801561513431,3.28700998593923,0.00101257243009669,0.00182066516021876
"8222","GLYATL1P1",3.3488930703427,0.488980777853934,0.300701586796009,1.62613301467428,0.103921362147371,0.139633042031886
"8223","GLYATL1P2",0.634262297063351,1.34782377308069,0.547543603645598,2.46158253718379,0.0138325566445644,0.0215111271395668
"8224","GLYATL1P4",3.85860657439382,0.857040991889663,0.337092086054031,2.54245361237075,0.0110077211600743,0.0173492519092348
"8225","GLYATL2",6.6804681209001,1.2223507923813,0.30503688255209,4.00722293695931,6.14368666453451e-05,0.000125986879190399
"8226","GLYATL3",8.65674850321385,-2.78977297582926,0.328288125528239,-8.49794055554191,1.92983888535372e-17,1.05890816959448e-16
"8227","GLYCAM1",0,NA,NA,NA,NA,NA
"8228","Glyceraldehyde",1.11425968624964,-0.240056958258583,0.3874956435226,-0.619508792605516,0.535581231366084,0.599726860814484
"8229","glyceraldehyde-3-phosphate",1.43908918341093,1.04941795866726,0.509407799022018,2.06007438575141,0.0393914301489855,0.057007220755245
"8230","glycerol",5.18566690207497,0.166414955737858,0.230328865392669,0.722510204937407,0.469980853493859,0.53678557643721
"8231","glycine",1.36060869657569,0.806621366590207,0.534157830661788,1.51008057972464,0.131022864230649,0.17229940853136
"8232","Glycine",1.57634011760482,0.726973681759376,0.436395321418792,1.66586039326881,0.0957412238975657,0.129550258904184
"8233","glycine-N-acyltransferase",0.0677602006988059,-0.348156954378873,2.11423209716132,-0.164673005790768,0.869201365138681,NA
"8234","glycogenin",4.51125723288584,1.55241503027021,0.333763610513631,4.65124112206597,3.29943275193469e-06,7.62689785528154e-06
"8235","GLYCTK",628.438698231975,-0.205804588972077,0.0826736261373214,-2.48936206850579,0.0127972564519141,0.0200051938120146
"8236","glypican",0.0440974539758808,-0.244898656247702,2.57969315392743,-0.094933250442929,0.924367845743469,NA
"8237","GLYR1",3613.40319538739,-0.450609802836972,0.0436979278160153,-10.3119261108721,6.22412032719036e-25,5.97878225088294e-24
"8238","GM2A",2582.09366594493,0.406473834638937,0.0843312992247851,4.81996409844797,1.43584058223751e-06,3.42463253763458e-06
"8239","GM2AP2",0.0271941230848967,-0.315919278319429,3.63002023811728,-0.0870296190093092,0.930647968857036,NA
"8240","GMCL1",1093.61616731319,-0.866954849996374,0.0593606813202089,-14.6048669037299,2.61492438877892e-48,1.66615349230059e-46
"8241","GMCL1P2",0.325788656178589,0.538653218451699,0.816273556620664,0.65989301513294,0.509322486909251,0.574714890357109
"8242","GMCL2",0.124385163958418,-0.00404556910368655,1.20630227542946,-0.00335369433191716,0.997324144086923,NA
"8243","GMDS",5480.26762456892,0.319916177893024,0.0958258132298342,3.33851774495999,0.00084226650479748,0.00152928531240359
"8244","GMEB1",558.033414213993,-0.0893253883122779,0.0519039102165162,-1.7209760871514,0.0852551632411999,0.116408085253819
"8245","GMEB2",674.6567852457,-0.205545728320885,0.0354559271948175,-5.79721768920287,6.7424147656814e-09,1.94149677686331e-08
"8246","GMFB",2704.39987948698,-0.692174643658895,0.0597120712090273,-11.5918712857217,4.53123283578275e-31,6.92503341365025e-30
"8247","GMFG",757.735032945787,1.32228921631612,0.144474251465105,9.15242129934482,5.56714990664912e-20,3.68513436395256e-19
"8248","GMIP",1566.68393784155,0.325486238607981,0.0622849181763159,5.22576328488697,1.7343813204417e-07,4.46080408446746e-07
"8249","GML",0.129212001738498,0.0177107837357361,1.30222252119282,0.013600428073931,0.989148762949058,NA
"8250","GMNC",0.449219225311774,0.292664627693728,0.657224819081095,0.44530367569338,0.656100311919314,0.712027154907353
"8251","GMNN",750.470866820352,-0.588608530459177,0.0877111784861065,-6.71075843032268,1.93615412139929e-11,6.75409606375789e-11
"8252","GMPPA",1813.85748432049,0.237726612833439,0.0581555357027251,4.08777272809645,4.35534515466248e-05,9.06509067509022e-05
"8253","GMPPB",2369.18657662555,0.426750354342367,0.0689182030554551,6.19212828284252,5.93572102440331e-10,1.85320798450247e-09
"8254","GMPR",159.083534496349,1.18872253703086,0.115941065404995,10.2528170918434,1.14943737796717e-24,1.07916189338458e-23
"8255","GMPR2",1681.50657818426,-0.187100682708476,0.0360868781549631,-5.18472897281483,2.1632922208053e-07,5.52026082295185e-07
"8256","GMPS",1538.17670765449,-0.0282001767123294,0.0469278573249124,-0.600926151754194,0.547889173951026,0.611614981078571
"8257","GMPSP1",0.15595176435465,-0.374144762457814,1.00677856635049,-0.371625673174654,0.710171571534104,NA
"8258","GNA11",5981.82245074141,-1.0316758143247,0.102286233665801,-10.0861648469284,6.36062273851783e-24,5.636567659983e-23
"8259","GNA12",1653.98352523213,0.298062137248434,0.0675684305349986,4.41126329098388,1.02769261417436e-05,2.27946858031154e-05
"8260","GNA13",4098.93376747248,-0.546145566046563,0.0555261132501106,-9.83583280152381,7.89119849382805e-23,6.42413472155501e-22
"8261","GNA13P1",0,NA,NA,NA,NA,NA
"8262","GNA14",396.996326995322,0.110251358620241,0.0793975311260599,1.38859933119576,0.164954620859412,0.212103396045082
"8263","GNA15",462.263578350077,1.85922326817532,0.155027393229757,11.9928693209714,3.87254295435202e-33,7.07599128252422e-32
"8264","GNAI1",638.079075551304,-0.0406958341781674,0.0885361862753107,-0.459651989657882,0.645766035556842,0.702614506317791
"8265","GNAI2",5793.57869510998,0.720596018209186,0.0850323401891552,8.47437594456667,2.36343038760347e-17,1.28924840121824e-16
"8266","GNAI2P1",0.150352027420341,-0.284296163811104,1.40810212902232,-0.201900244273118,0.839994711106048,NA
"8267","GNAI2P2",0.0100287112078103,-0.386723261905961,5.10183948286658,-0.0758007505341333,0.939577619004906,NA
"8268","GNAI3",3022.37503399781,-0.20305009407501,0.0401923790851093,-5.05195508942233,4.37310538964171e-07,1.08781785016939e-06
"8269","GNAL",352.305172435354,-0.457340650765714,0.103965385896447,-4.39897035751149,1.08765679882687e-05,2.40557023080777e-05
